ID,region,tenure,age,marital,address,income,ed,retire,gender,voice,internet,forward,custcat,churn,churn_event,monthly_revenue,monthly_margin,CLV_60_months,survival_probability_12m,churn_risk_12m,CLV_12_months,valuable_customer,at_risk_customer,valuable_and_at_risk
145,Zone 1,2,36,Unmarried,3,25,Did not complete high school,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1076.3679274767856,0.9024258211645254,0.09757417883547459,317.88549876792564,True,False,False
146,Zone 3,46,25,Unmarried,5,57,Post-undergraduate degree,No,Female,No,Yes,Yes,Basic service,No,0,25,16.25,449.3467636165205,0.7495334271293284,0.25046657287067164,158.82849617894948,False,True,False
147,Zone 2,39,51,Married,21,41,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service,No,0,60,39.0,1599.645106172016,0.9354141385509298,0.06458586144907019,429.09116278309295,True,False,False
148,Zone 3,24,25,Married,1,20,Some college,No,Female,No,Yes,Yes,E-service,Yes,1,35,22.75,725.4266247480591,0.8140757488310599,0.18592425116894007,232.26963210055345,False,True,False
149,Zone 3,59,43,Married,4,101,High school degree,No,Female,No,No,No,E-service,No,0,35,22.75,963.9602781984318,0.9497977509207409,0.050202249079259076,252.33429959601986,False,False,False
150,Zone 1,65,37,Unmarried,8,56,High school degree,No,Male,No,No,No,E-service,No,0,35,22.75,919.7655777324417,0.9279829656317176,0.07201703436828244,249.20256382619885,False,False,False
151,Zone 2,50,27,Married,5,22,High school degree,No,Female,No,No,No,Basic service,No,0,25,16.25,567.3181624019576,0.8589645963435831,0.14103540365641687,170.77540527975327,False,False,False
152,Zone 1,57,37,Unmarried,11,108,College degree,No,Female,No,Yes,No,Plus service,No,0,45,29.25,1054.7029923325383,0.8744329363191766,0.12556706368082338,310.3551804099323,True,False,False
153,Zone 3,61,48,Unmarried,14,115,College degree,No,Female,Yes,Yes,Yes,Total service,No,0,60,39.0,1462.2226080155172,0.8928049094332187,0.10719509056678134,418.4431868530534,True,False,False
154,Zone 3,34,54,Unmarried,31,53,College degree,No,Male,Yes,Yes,Yes,Total service,No,0,60,39.0,1615.762771562562,0.9404932078794473,0.059506792120552654,430.36993427525397,True,False,False
155,Zone 3,38,53,Unmarried,13,242,College degree,No,Male,Yes,No,Yes,Total service,No,0,60,39.0,1617.1151005542813,0.9405791233884461,0.05942087661155393,430.3686192373612,True,False,False
156,Zone 1,3,24,Married,2,20,High school degree,No,Female,Yes,Yes,No,Plus service,No,0,45,29.25,678.9184030696642,0.6574274011579582,0.34257259884204183,267.22994716304487,False,True,False
157,Zone 2,4,47,Unmarried,5,123,College degree,No,Male,No,Yes,Yes,Basic service,No,0,25,16.25,408.3353716997572,0.6971786454480376,0.30282135455196235,153.10073946313136,False,True,False
158,Zone 2,15,35,Unmarried,0,34,Did not complete high school,No,Male,No,No,No,Basic service,No,0,25,16.25,463.9666747352402,0.7590337102393401,0.24096628976065992,159.76244886929783,False,True,False
159,Zone 1,25,29,Married,8,31,College degree,No,Female,No,Yes,No,E-service,Yes,1,35,22.75,799.588902618127,0.8618874258973455,0.13811257410265454,239.5422392537136,False,False,False
160,Zone 3,21,44,Unmarried,25,47,Did not complete high school,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1279.6978389125336,0.9673897547821514,0.03261024521784861,327.7840900458016,True,False,False
161,Zone 3,50,37,Married,11,48,Some college,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1223.6210455129487,0.9441303747789969,0.05586962522100314,323.40076536775956,True,False,False
162,Zone 2,65,64,Married,22,13,High school degree,Yes,Female,No,No,Yes,Plus service,No,0,45,29.25,1351.1151307052046,0.9883851642652128,0.011614835734787166,331.415084680246,True,False,False
163,Zone 2,59,52,Married,18,78,Did not complete high school,No,Male,No,No,No,Basic service,No,0,25,16.25,686.9399982935257,0.9487234131867746,0.051276586813225444,180.12929635867167,False,False,False
164,Zone 3,29,26,Unmarried,7,34,Did not complete high school,No,Female,No,No,No,Plus service,No,0,45,29.25,1040.3231505396304,0.8674985916196986,0.13250140838030144,309.0416300823565,True,False,False
165,Zone 1,60,46,Unmarried,17,81,Post-undergraduate degree,No,Female,No,Yes,No,E-service,No,0,35,22.75,907.4194257660984,0.9217243269705166,0.07827567302948335,248.300852690525,False,False,False
166,Zone 1,71,45,Married,14,86,High school degree,No,Male,No,Yes,No,E-service,No,0,35,22.75,940.1032478461934,0.9380629513349283,0.06193704866507166,250.64938714143398,False,False,False
167,Zone 3,38,27,Married,0,26,College degree,No,Male,Yes,Yes,Yes,Total service,Yes,1,60,39.0,1200.4471843885622,0.7983627597205644,0.20163724027943564,394.0860108730102,True,True,True
168,Zone 3,16,34,Married,5,51,High school degree,No,Female,No,No,No,Basic service,No,0,25,16.25,549.2991988934724,0.8436747735428942,0.15632522645710578,169.2054158518427,False,False,False
169,Zone 3,7,31,Unmarried,10,59,Some college,No,Male,Yes,No,No,Basic service,No,0,25,16.25,421.5413964413367,0.7114325667057286,0.28856743329427137,154.41841787780416,False,True,False
170,Zone 1,59,53,Unmarried,21,112,College degree,No,Male,No,Yes,No,E-service,Yes,1,35,22.75,949.1809766447908,0.9426614118080635,0.05733858819193649,251.3144597708328,False,False,False
171,Zone 2,22,56,Married,14,57,College degree,No,Male,Yes,Yes,Yes,Total service,No,0,60,39.0,1568.6144756061797,0.9280751650528615,0.07192483494713853,427.4371656460966,True,False,False
172,Zone 1,18,48,Married,20,41,Did not complete high school,No,Female,No,No,No,Basic service,No,0,25,16.25,681.5621216978648,0.9488945229016805,0.051105477098319474,180.2671830637635,False,False,False
173,Zone 2,64,46,Married,19,168,High school degree,No,Female,Yes,Yes,Yes,Total service,No,0,60,39.0,1570.7490619962136,0.9262202408079792,0.07377975919202084,426.7692901666884,True,False,False
174,Zone 2,7,33,Unmarried,4,29,College degree,No,Female,No,Yes,No,Basic service,Yes,1,25,16.25,333.79960111579607,0.5960213561809456,0.40397864381905435,140.0710433853262,False,True,False
175,Zone 3,65,58,Unmarried,13,167,High school degree,No,Female,No,No,No,E-service,No,0,35,22.75,1003.6713111674767,0.9680866571744318,0.031913342825568236,254.9246942308113,False,False,False
176,Zone 3,7,24,Unmarried,5,29,High school degree,No,Male,No,Yes,No,Basic service,Yes,1,25,16.25,295.5180996362742,0.5394245618731648,0.4605754381268352,132.61958864221782,False,True,False
177,Zone 1,64,55,Unmarried,28,104,Did not complete high school,No,Female,No,No,No,Plus service,No,0,45,29.25,1319.0100972556938,0.9779099666973516,0.02209003330264836,329.5373139134748,True,False,False
178,Zone 3,42,22,Married,0,46,College degree,No,Male,Yes,Yes,Yes,Total service,Yes,1,60,39.0,1179.6340312817192,0.7906340572345625,0.20936594276543752,392.0807679845949,True,True,True
179,Zone 3,33,26,Unmarried,5,46,College degree,No,Female,No,Yes,Yes,Total service,No,0,60,39.0,1208.8823770007593,0.8010929275023156,0.19890707249768436,394.7706279016572,True,True,True
180,Zone 1,3,33,Unmarried,8,51,College degree,No,Female,No,No,No,Basic service,Yes,1,25,16.25,483.42545066654037,0.7883076557717319,0.2116923442282681,164.11329085217045,False,True,False
181,Zone 2,69,42,Married,11,65,High school degree,No,Male,Yes,Yes,Yes,Total service,No,0,60,39.0,1493.372420186587,0.9027529224413359,0.09724707755866413,420.93790469176685,True,False,False
182,Zone 2,9,33,Unmarried,1,48,High school degree,No,Male,No,No,No,Basic service,No,0,25,16.25,442.3475447047821,0.7353959254106077,0.2646040745893923,157.14496383041862,False,True,False
183,Zone 3,22,34,Married,1,46,Some college,No,Male,No,Yes,No,E-service,No,0,35,22.75,775.331329583735,0.8469129113267775,0.15308708867322252,237.3009021792716,False,False,False
184,Zone 2,53,63,Married,15,43,High school degree,No,Male,No,Yes,No,E-service,No,0,35,22.75,996.6698490902563,0.9652427895655935,0.034757210434406494,254.53368625122883,False,False,False
185,Zone 3,71,53,Unmarried,30,110,Did not complete high school,No,Male,No,No,No,E-service,No,0,35,22.75,1036.1628060121461,0.9821731063822912,0.01782689361770884,256.89948532759894,True,False,False
186,Zone 3,24,26,Unmarried,2,32,Some college,No,Male,No,No,No,Basic service,No,0,25,16.25,459.6551674318671,0.7556865277258528,0.24431347227414724,159.38674779797375,False,True,False
187,Zone 3,12,22,Married,1,18,Some college,No,Female,No,Yes,No,Basic service,No,0,25,16.25,349.7111720092685,0.620650398465452,0.379349601534548,143.2369762091869,False,True,False
188,Zone 1,25,39,Married,1,26,College degree,No,Male,Yes,Yes,No,E-service,Yes,1,35,22.75,744.8425822152013,0.8270596108967678,0.17294038910323217,234.26084798548374,False,True,False
189,Zone 3,63,28,Married,9,34,High school degree,No,Female,Yes,No,Yes,Plus service,No,0,45,29.25,1123.864701768999,0.9042762792853142,0.09572372071468582,315.98718553270123,True,False,False
190,Zone 1,33,54,Married,18,57,College degree,No,Female,No,Yes,Yes,Plus service,Yes,1,45,29.25,1235.7924026289136,0.9497414660309059,0.05025853396909408,324.4840206960401,True,False,False
191,Zone 2,57,54,Married,20,21,High school degree,No,Female,No,No,No,Basic service,No,0,25,16.25,696.7100224064042,0.9552700305293161,0.04472996947068386,180.79677822172235,False,False,False
192,Zone 3,13,33,Unmarried,7,38,Some college,No,Female,Yes,Yes,Yes,Total service,No,0,60,39.0,1068.2213816962567,0.738226007965433,0.26177399203456697,377.7154442193641,True,True,True
193,Zone 1,13,21,Unmarried,2,19,Some college,No,Female,No,Yes,No,E-service,Yes,1,35,22.75,587.9406832055586,0.7093746137136097,0.29062538628639034,215.60466531316393,False,True,False
194,Zone 1,71,39,Unmarried,2,40,Some college,No,Male,Yes,No,No,Plus service,No,0,45,29.25,1088.9167754924888,0.8897115526826079,0.11028844731739207,313.25654547659366,True,False,False
195,Zone 3,18,69,Married,11,58,Some college,No,Male,Yes,Yes,Yes,Total service,No,0,60,39.0,1648.4433747986152,0.9524749401550151,0.047525059844984896,433.5105844841969,True,False,False
196,Zone 1,17,51,Married,10,95,High school degree,No,Female,No,No,No,Basic service,Yes,1,25,16.25,650.7243621517813,0.9272877990963806,0.0727122009036194,178.06948315860063,False,False,False
197,Zone 2,22,43,Unmarried,4,114,High school degree,No,Male,No,No,No,Basic service,No,0,25,16.25,537.8113433155146,0.8324157926875162,0.1675842073124838,167.923385224254,False,False,False
198,Zone 2,65,65,Married,27,128,Some college,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1362.270420939896,0.9918709575944964,0.008129042405503606,332.03551734005106,True,False,False
199,Zone 3,7,40,Unmarried,9,33,College degree,No,Female,No,Yes,No,Basic service,No,0,25,16.25,403.54127361374617,0.689261176464837,0.310738823535163,151.74550396023508,False,True,False
200,Zone 3,72,66,Unmarried,30,460,College degree,No,Female,Yes,Yes,Yes,Total service,No,0,60,39.0,1689.193100727537,0.9596130958244667,0.040386904175533256,434.9518319007927,True,False,False
201,Zone 1,35,43,Unmarried,12,224,Some college,No,Male,No,No,No,Basic service,No,0,25,16.25,591.3818999527884,0.8784760603647574,0.12152393963524255,172.84753982077854,False,False,False
202,Zone 1,24,39,Unmarried,2,122,College degree,No,Male,No,Yes,Yes,Total service,No,0,60,39.0,1257.2340437639873,0.8194340137962128,0.18056598620378717,399.5899964093609,True,True,True
203,Zone 1,64,24,Married,0,23,Some college,No,Female,No,Yes,No,E-service,No,0,35,22.75,796.5239483319119,0.8609623422721376,0.13903765772786236,239.40142202041307,False,False,False
204,Zone 2,63,63,Married,19,191,Some college,No,Male,No,No,No,E-service,No,0,35,22.75,1052.0238067426328,0.9888877213685666,0.011112278631433381,257.83789969930814,True,False,False
205,Zone 1,38,31,Married,7,187,College degree,No,Male,Yes,No,Yes,Total service,Yes,1,60,39.0,1489.274002707165,0.9015044078311862,0.09849559216881376,420.64785844937137,True,False,False
206,Zone 2,29,37,Married,9,119,Some college,No,Male,No,No,No,Basic service,No,0,25,16.25,595.9256224841482,0.8824001130714403,0.11759988692855972,173.27590738297266,False,False,False
207,Zone 1,72,69,Married,49,44,High school degree,Yes,Female,No,No,No,Plus service,No,0,45,29.25,1385.5106244965707,0.9986826212938632,0.0013173787061367959,333.2356344967569,True,False,False
208,Zone 1,10,27,Married,2,15,Some college,No,Female,Yes,Yes,Yes,Total service,Yes,1,60,39.0,1049.8431580727822,0.7295658095038997,0.2704341904961003,375.420626626712,True,True,True
209,Zone 3,72,64,Unmarried,41,674,College degree,No,Female,Yes,No,Yes,Plus service,No,0,45,29.25,1348.082635473248,0.9873161090409704,0.012683890959029553,331.22047475426376,True,False,False
210,Zone 3,52,23,Married,4,33,College degree,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1111.97899181395,0.8992166696133945,0.10078333038660547,315.03800990867444,True,False,False
211,Zone 3,13,55,Unmarried,3,250,High school degree,No,Female,No,No,No,Basic service,No,0,25,16.25,578.1382743566286,0.870453970823315,0.129546029176685,172.16431691724853,False,False,False
212,Zone 1,3,33,Unmarried,6,64,College degree,No,Male,No,No,No,Basic service,Yes,1,25,16.25,468.00480010196503,0.7709968244108042,0.2290031755891958,162.13869927888248,False,True,False
213,Zone 3,39,24,Married,2,26,High school degree,No,Male,No,No,No,Basic service,Yes,1,25,16.25,530.3396158530323,0.8263158045072334,0.1736841954927666,167.25526932686105,False,True,False
214,Zone 2,28,29,Unmarried,4,23,Some college,No,Male,No,Yes,Yes,E-service,No,0,35,22.75,709.5335012034911,0.8035323725075205,0.19646762749247948,230.64426934511977,False,True,False
215,Zone 2,46,42,Unmarried,9,52,College degree,No,Male,No,No,No,E-service,No,0,35,22.75,933.9998616835238,0.93551507355724,0.06448492644276005,250.30332921599532,False,False,False
216,Zone 2,62,46,Unmarried,27,200,Some college,No,Female,No,No,No,Basic service,No,0,25,16.25,668.9927856857657,0.936423681278626,0.06357631872137404,178.87006654943252,False,False,False
217,Zone 2,23,33,Married,7,28,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1167.0208337921629,0.9240112275571851,0.07598877244281488,319.80772698551027,True,False,False
218,Zone 3,23,25,Married,5,19,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service,Yes,1,60,39.0,1155.6400349249698,0.7780905211721826,0.22190947882781742,388.5811486591584,True,True,True
219,Zone 2,72,61,Married,39,76,Some college,No,Male,Yes,Yes,Yes,Total service,No,0,60,39.0,1762.483677710633,0.9787189899193568,0.021281010080643203,439.5698865485286,True,False,False
220,Zone 3,56,60,Unmarried,26,70,High school degree,No,Male,No,No,No,Basic service,No,0,25,16.25,698.492852163881,0.9564701113361717,0.04352988866382834,180.91934136261585,False,False,False
221,Zone 1,8,30,Unmarried,1,34,High school degree,No,Female,No,No,Yes,Plus service,No,0,45,29.25,975.7716076554206,0.8408197489030168,0.1591802510969832,304.50656499582306,False,False,False
222,Zone 3,3,36,Unmarried,7,34,Post-undergraduate degree,No,Female,Yes,No,Yes,Total service,No,0,60,39.0,1386.9610281644955,0.8821509925229593,0.11784900747704075,418.26947512184694,True,False,False
223,Zone 3,37,37,Unmarried,7,172,Some college,No,Male,No,No,No,Basic service,No,0,25,16.25,550.8476792494706,0.844340658148419,0.15565934185158103,169.20011484616538,False,False,False
224,Zone 3,37,53,Married,13,48,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1300.7904639965914,0.9727790402001255,0.02722095979987449,328.65707778079656,True,False,False
225,Zone 2,6,30,Unmarried,9,45,High school degree,No,Female,No,No,No,Basic service,Yes,1,25,16.25,472.7246266387418,0.7714302769158503,0.2285697230841497,161.56264959885593,False,True,False
226,Zone 1,48,47,Unmarried,9,72,Some college,No,Male,Yes,No,Yes,Total service,Yes,1,60,39.0,1548.9542377137836,0.919883446195004,0.08011655380499605,425.2159755850007,True,False,False
227,Zone 2,43,43,Married,3,55,College degree,No,Female,Yes,Yes,Yes,Total service,No,0,60,39.0,1379.6159400509478,0.8649473242012928,0.13505267579870717,411.37843507320713,True,False,False
228,Zone 2,21,29,Unmarried,7,40,College degree,No,Female,No,Yes,Yes,Basic service,No,0,25,16.25,396.7821751014051,0.6844970052943695,0.3155029947056305,151.1333578267121,False,True,False
229,Zone 3,6,33,Unmarried,12,26,Some college,No,Male,Yes,Yes,Yes,Plus service,Yes,1,45,29.25,787.3757788433751,0.7310148100257217,0.26898518997427834,282.316360409513,False,True,False
230,Zone 2,69,51,Unmarried,18,96,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1268.8955465772174,0.9603791645134941,0.039620835486505857,326.3555400457472,True,False,False
231,Zone 1,22,33,Unmarried,9,54,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1097.5058814191973,0.8943554415652107,0.10564455843478926,314.2380275980252,True,False,False
232,Zone 1,28,40,Married,1,47,High school degree,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1168.3753447126305,0.9238016306216795,0.07619836937832047,319.717988867295,True,False,False
233,Zone 1,71,47,Married,23,142,Did not complete high school,No,Male,No,No,No,E-service,No,0,35,22.75,1032.424265657698,0.9805830874324404,0.01941691256755962,256.6772053545108,True,False,False
234,Zone 2,7,37,Unmarried,5,57,College degree,No,Male,No,No,No,Basic service,No,0,25,16.25,487.9411950914563,0.7870350672488392,0.2129649327511608,163.24499833164788,False,True,False
235,Zone 1,63,29,Unmarried,10,20,Some college,No,Male,Yes,Yes,Yes,Total service,No,0,60,39.0,1307.9090708584915,0.8409001151582242,0.15909988484177584,405.2769574466008,True,False,False
236,Zone 2,53,57,Unmarried,25,37,Did not complete high school,No,Male,No,No,Yes,E-service,No,0,35,22.75,1034.7072321057065,0.9819488072293245,0.01805119277067546,256.87978621540105,True,False,False
237,Zone 2,50,52,Married,17,36,College degree,No,Male,Yes,No,Yes,Total service,No,0,60,39.0,1712.0247003240986,0.966265840053981,0.03373415994601903,436.59756531716727,True,False,False
